kettle on mode mode mode mode mean mean
kettle off mode mode mean mean mean mean
dish_washer on mode mean mode mode mode mean
dish_washer off mode mode mode mode mode mean
microwave on mode mode mean mean mean mean
microwave off mode mode mean mean mean mean
fridge on mode mode mode mode mode mean
fridge off mode mode mode mode mode mean
washing_machine on mean mean mean mode mode mean
washing_machine off mode mode mean mean mode mean
